图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-n预测正确,parasitized-预测置信度,uninfected-预测置信度
D:\dataset\sr\val\uninfected\C151P112ThinF_IMG_20151115_122342_cell_12_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.020727593451738358,0.9792724251747131
D:\dataset\sr\val\uninfected\C151P112ThinF_IMG_20151115_122342_cell_191_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03127545863389969,0.9687245488166809
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_123837_cell_144_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03023936226963997,0.9697606563568115
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124032_cell_171_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.25586193799972534,0.7441381216049194
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124032_cell_90_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1793406903743744,0.820659339427948
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124217_cell_105_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.196023091673851,0.8039768934249878
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124217_cell_106_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.10401313751935959,0.8959868550300598
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124323_cell_158_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1427226960659027,0.8572773337364197
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124323_cell_20_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03089282475411892,0.9691071510314941
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124323_cell_28_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.04722342640161514,0.9527765512466431
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124557_cell_116_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.05339454114437103,0.9466054439544678
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124557_cell_29_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3652862012386322,0.6347138285636902
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124853_cell_116_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.5668948888778687,0.43310514092445374
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124853_cell_37_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.026369642466306686,0.9736303091049194
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124853_cell_47_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.054749034345149994,0.9452509880065918
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_124853_cell_93_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03302939608693123,0.9669705629348755
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_125038_cell_137_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.27054575085639954,0.7294542789459229
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_125038_cell_23_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.018137333914637566,0.9818626046180725
D:\dataset\sr\val\uninfected\C152P113ThinF_IMG_20151115_125038_cell_37_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1371544897556305,0.8628454804420471
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_135639_cell_215_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03489472717046738,0.9651052355766296
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_135639_cell_240_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.013628699816763401,0.9863713383674622
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_135639_cell_67_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.027974890545010567,0.9720251560211182
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_135746_cell_107_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.020392972975969315,0.9796069860458374
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_135746_cell_172_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.030330054461956024,0.9696699380874634
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_135832_cell_169_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03961086645722389,0.9603891372680664
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_135832_cell_255_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.16689780354499817,0.8331022262573242
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_135911_cell_59_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.033611707389354706,0.9663882851600647
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_135911_cell_94_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.019383633509278297,0.9806163311004639
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_140242_cell_152_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.12145458906888962,0.8785454034805298
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_140242_cell_17_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.007503056898713112,0.9924969673156738
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_140242_cell_185_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.005793373100459576,0.9942065477371216
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_140242_cell_209_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.028556305915117264,0.9714437127113342
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_140242_cell_238_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.00937956478446722,0.990620493888855
D:\dataset\sr\val\uninfected\C153P114ThinF_IMG_20151115_140242_cell_80_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.02190638892352581,0.9780936241149902
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141336_cell_96_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.014648864045739174,0.9853512048721313
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141407_cell_144_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.042480550706386566,0.9575194716453552
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141407_cell_177_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.007306418847292662,0.9926935434341431
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141407_cell_192_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0036292369477450848,0.996370792388916
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141407_cell_52_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.06726766377687454,0.9327322840690613
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141507_cell_191_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0408177524805069,0.9591822624206543
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141543_cell_65_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.05108264461159706,0.9489173889160156
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141621_cell_135_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.07959789037704468,0.9204020500183105
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141621_cell_138_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03411112725734711,0.9658889174461365
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141621_cell_140_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.10619206726551056,0.8938078880310059
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141621_cell_169_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.035704355686903,0.9642956256866455
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141837_cell_132_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.08548086881637573,0.9145191311836243
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141837_cell_145_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03927801549434662,0.9607219696044922
D:\dataset\sr\val\uninfected\C154P115ThinF_IMG_20151115_141837_cell_176_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3398855924606323,0.6601143479347229
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_142526_cell_145_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.04190817475318909,0.9580917954444885
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_142526_cell_174_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.20171815156936646,0.7982819080352783
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_142805_cell_1_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.04839269816875458,0.951607346534729
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_142805_cell_47_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.02908337116241455,0.9709166288375854
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_142836_cell_80_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.004037218634039164,0.9959627985954285
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_143051_cell_58_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.01728631928563118,0.9827136993408203
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_143125_cell_156_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.05758515000343323,0.9424148797988892
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_143156_cell_126_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2477135956287384,0.7522863745689392
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_143156_cell_141_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.172357976436615,0.827642023563385
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_143330_cell_150_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.08459439128637314,0.9154056310653687
D:\dataset\sr\val\uninfected\C155P116ThinF_IMG_20151115_143330_cell_86_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.07478419691324234,0.9252158403396606
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_153831_cell_134_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.020511802285909653,0.9794881939888
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_153831_cell_159_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.004721339792013168,0.9952787160873413
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_153831_cell_200_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.004186275415122509,0.9958136677742004
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_153831_cell_93_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.04268378019332886,0.9573162198066711
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_154022_cell_144_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.01020326092839241,0.9897968173027039
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_154022_cell_160_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.00691492622718215,0.9930850267410278
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_154022_cell_275_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.04356222227215767,0.9564378261566162
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_154022_cell_72_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.02419815957546234,0.9758018255233765
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_154313_cell_136_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.36717718839645386,0.6328228116035461
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_154313_cell_52_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2015136033296585,0.7984863519668579
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_154435_cell_281_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.00405278243124485,0.9959471821784973
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_154435_cell_46_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.007399202324450016,0.9926007390022278
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_155104_cell_154_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.124407559633255,0.8755924105644226
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_155104_cell_195_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.12187971919775009,0.8781202435493469
D:\dataset\sr\val\uninfected\C156P117ThinF_IMG_20151115_155104_cell_208_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.5768715739250183,0.4231284558773041
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_162818_cell_168_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.4915127158164978,0.5084872841835022
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_162818_cell_3_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0342450812458992,0.9657549262046814
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_163611_cell_116_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.05891445279121399,0.9410855770111084
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_163611_cell_35_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0049338024109601974,0.9950661659240723
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_163611_cell_3_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.40940040349960327,0.5905996561050415
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_163611_cell_57_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.13430151343345642,0.865698516368866
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_163759_cell_11_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3799980580806732,0.6200019717216492
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_163915_cell_107_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.9787737727165222,0.021226275712251663
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_163915_cell_57_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.10253041982650757,0.8974695801734924
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_164026_cell_154_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1283479779958725,0.8716520071029663
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_164026_cell_221_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.5096676349639893,0.49033236503601074
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_164026_cell_223_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.06768058240413666,0.9323194026947021
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_164026_cell_33_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.05167152360081673,0.94832843542099
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_164141_cell_170_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03649333864450455,0.9635066986083984
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_164755_cell_107_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.15625227987766266,0.8437476754188538
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_164755_cell_81_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.07033777981996536,0.9296622276306152
D:\dataset\sr\val\uninfected\C157P118ThinF_IMG_20151115_164755_cell_93_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.06613066792488098,0.9338693022727966
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181035_cell_26_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.07894907891750336,0.9210509657859802
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181035_cell_93_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.07846921682357788,0.9215307831764221
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181136_cell_101_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.18792453408241272,0.8120754361152649
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181136_cell_114_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.08907450735569,0.9109255075454712
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181136_cell_18_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.18192018568515778,0.8180798292160034
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181136_cell_19_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0982326865196228,0.901767373085022
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181136_cell_21_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2856716811656952,0.7143283486366272
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181136_cell_22_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.15331269800662994,0.8466873168945312
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181136_cell_59_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1604970246553421,0.8395029902458191
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181436_cell_118_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.19632171094417572,0.8036782741546631
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181436_cell_176_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1369759440422058,0.863024115562439
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181436_cell_89_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.38360947370529175,0.6163905262947083
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181558_cell_102_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1160963922739029,0.8839036226272583
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181558_cell_144_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.364593505859375,0.6354064345359802
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181558_cell_77_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.5734673142433167,0.42653268575668335
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_181859_cell_65_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.34162840247154236,0.65837162733078
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_183157_cell_12_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.7958755493164062,0.20412439107894897
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_183157_cell_154_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.22253839671611786,0.7774616479873657
D:\dataset\sr\val\uninfected\C158P119ThinF_IMG_20151115_183157_cell_166_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.39085865020751953,0.6091412901878357
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_190002_cell_77_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.28278160095214844,0.7172183990478516
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_190421_cell_162_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.017252590507268906,0.9827473759651184
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_190421_cell_98_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.010784597136080265,0.9892154335975647
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_190642_cell_145_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0216048676520586,0.9783951044082642
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_190642_cell_163_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.19269560277462006,0.8073043823242188
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_190812_cell_118_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.01118521112948656,0.9888147711753845
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_190812_cell_218_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.009087574668228626,0.9909124374389648
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_191301_cell_103_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.12153095006942749,0.8784690499305725
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_191301_cell_12_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.5418553948402405,0.4581446051597595
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_191301_cell_208_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.028089584782719612,0.9719103574752808
D:\dataset\sr\val\uninfected\C159P120ThinF_IMG_20151115_191301_cell_34_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.17781133949756622,0.822188675403595
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_092925_cell_127_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.06333813816308975,0.9366618990898132
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_092925_cell_134_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.15452632308006287,0.8454736471176147
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_092925_cell_136_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03117217868566513,0.9688277840614319
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_092925_cell_32_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2673412263393402,0.7326587438583374
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_093109_cell_139_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.35693928599357605,0.6430607438087463
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_093629_cell_67_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.18789350986480713,0.8121064901351929
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_093704_cell_47_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.154923677444458,0.845076322555542
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_093704_cell_61_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.34033578634262085,0.6596642136573792
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_093704_cell_72_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.5783173441886902,0.4216826558113098
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_093748_cell_4_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1675441563129425,0.8324558138847351
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_093748_cell_96_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.054200295358896255,0.945799708366394
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_094128_cell_55_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.20607152581214905,0.7939284443855286
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_094128_cell_76_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1890908032655716,0.8109091520309448
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_094338_cell_100_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3900446891784668,0.6099553108215332
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_094338_cell_30_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.17259781062602997,0.8274021744728088
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_094509_cell_133_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.02409907430410385,0.9759008884429932
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_094509_cell_49_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.35598140954971313,0.6440185904502869
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_094509_cell_5_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.20654729008674622,0.7934526801109314
D:\dataset\sr\val\uninfected\C160P121ThinF_IMG_20151116_094509_cell_98_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.17965765297412872,0.8203423619270325
D:\dataset\sr\val\uninfected\C161P122ThinF_IMG_20151116_100724_cell_42_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.5914327502250671,0.40856727957725525
D:\dataset\sr\val\uninfected\C161P122ThinF_IMG_20151116_100959_cell_105_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.32317057251930237,0.67682945728302
D:\dataset\sr\val\uninfected\C161P122ThinF_IMG_20151116_101059_cell_69_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.011013861745595932,0.9889861345291138
